TreeSHAP::dX,TreeSHAP::VEC,TreeSHAP::sigma,TreeSHAP::dHmix,TreeSHAP::dSmix,base_value_K,fitted_TC_K,observed_TC_K,reference_id
19.083350185253927,182.99044526068204,-12.909645095678938,74.1647028802906,178.34910524072478,209.0496451227669,650.7276035940392,651.0,[17]
48.97830474132402,207.92602709529933,47.21495552260575,47.88213876317066,174.95431273861078,209.0496451227669,736.0053839837778,736.0,[17]
24.925863967751997,204.63081720503953,20.854053900628376,55.83734812605371,135.23062689358605,209.0496451227669,650.5283552158268,651.0,[17]
6.899386983748441,14.74546504300805,-85.58476106607084,-27.834025837557647,-12.196439982034958,209.0496451227669,105.07927026386007,113.0,[18]
-10.084326985763088,53.187998009787265,-60.04869927294943,-32.43228733832311,-40.49888733889255,209.0496451227669,119.17344219662643,120.0,[18]
-12.055842575161257,49.83881256133499,-56.171044960424204,-29.377652565367665,-51.11259001932516,209.0496451227669,110.17132756382384,110.0,[18]
4.184745860421484,80.14103635596058,-39.16313403804205,-22.60514808064272,-8.726498405107826,209.0496451227669,222.88064681535676,223.0,[18]
-8.883551980360043,23.68978113776316,50.41005156377761,13.7154910339718,7.0114525316625755,209.0496451227669,294.99286940958143,295.0,[19]
52.83826002149579,22.775767717336105,33.364402383867656,-24.656396986710227,1.51578437373197,209.0496451227669,294.88746263248834,295.0,[20]
26.028543521536886,84.67051111332835,11.990015252966753,-13.175426220416208,-21.7711859326065,209.0496451227669,296.79210285757614,297.0,[21]
-61.085114800200195,-75.51351122088204,15.295647580495995,-12.035249639931711,-40.83041570587476,209.0496451227669,34.88100133637397,35.0,[22]
-54.82169941025687,-85.57428679541863,10.319542473952668,-0.8521292227555005,-38.12183670151411,209.0496451227669,39.99923546677463,40.0,[22]
17.015551204491757,-57.891093526797164,-27.859650574529166,11.328423435600085,41.14626914968812,209.0496451227669,192.78914481122067,190.0,[23]
8.209804446809088,-85.3816561079565,-1.8681709060196214,1.6540759402826288,-15.488635491597709,209.0496451227669,116.17506300428508,117.0,[23]
